wine number,date,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color
876,2023-10-22,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,slightly satisfied,white
877,2024-02-25,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,moderately satisfied,white
878,2022-07-08,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,slightly satisfied,white
879,2024-03-16,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,neutral,white
880,2022-11-03,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,neutral,red
881,2024-01-06,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,neutral,red
882,2024-04-19,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,slightly satisfied,white
883,2023-05-21,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,slightly dissatisfied,white
884,2024-07-17,7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,neutral,white
885,2023-02-01,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,neutral,white
886,2022-09-12,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,slightly dissatisfied,white
887,2024-10-09,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,slightly satisfied,white
888,2024-07-31,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,neutral,white
889,2024-09-25,5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,neutral,white
890,2022-09-23,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,slightly dissatisfied,red
891,2022-11-21,6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,slightly satisfied,white
892,2022-05-14,6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,neutral,white
893,2023-10-04,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,neutral,white
894,2024-01-14,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,slightly satisfied,red
895,2022-09-08,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,slightly dissatisfied,white
896,2023-04-09,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,neutral,red
897,2024-09-22,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,neutral,white
898,2022-06-19,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,slightly dissatisfied,red
899,2024-01-20,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,slightly satisfied,red
900,2022-01-28,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,slightly dissatisfied,white
901,2024-06-21,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,slightly dissatisfied,white
902,2022-08-13,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,slightly satisfied,white
903,2023-10-22,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,slightly dissatisfied,white
904,2023-12-09,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,moderately dissatisfied,white
905,2022-02-08,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,moderately dissatisfied,white
906,2023-08-22,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,neutral,red
907,2022-09-29,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,slightly satisfied,red
908,2024-12-03,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,neutral,white
909,2024-01-05,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,neutral,white
910,2022-03-24,6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,neutral,white
911,2024-08-25,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,slightly dissatisfied,white
912,2024-05-08,5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,neutral,white
913,2024-10-09,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,slightly satisfied,white
914,2024-10-16,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,slightly dissatisfied,white
915,2024-07-13,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,neutral,red
916,2024-08-31,7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,neutral,white
917,2022-01-24,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,slightly dissatisfied,white
918,2024-08-30,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,neutral,white
919,2023-01-24,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,slightly satisfied,white
920,2024-10-15,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,slightly dissatisfied,white
921,2022-10-20,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,neutral,white
922,2024-06-14,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,slightly dissatisfied,red
923,2024-10-23,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,neutral,white
924,2022-06-10,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,slightly dissatisfied,white
925,2022-01-08,7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,slightly dissatisfied,white
926,2022-06-12,5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,neutral,white
927,2024-02-16,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,neutral,white
928,2023-03-12,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,neutral,white
929,2023-11-22,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,neutral,red
930,2022-07-19,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,neutral,red
931,2023-02-22,7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,neutral,white
932,2024-09-17,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,neutral,white
933,2024-11-20,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,slightly satisfied,red
934,2024-09-10,6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,neutral,white
935,2024-07-18,6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,slightly dissatisfied,white
936,2022-10-03,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,slightly dissatisfied,red
937,2024-08-14,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,slightly dissatisfied,white
938,2024-04-12,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,slightly dissatisfied,white
939,2023-05-23,7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,neutral,white
940,2023-04-21,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,slightly dissatisfied,red
941,2023-07-19,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,slightly dissatisfied,red
942,2023-08-03,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,slightly dissatisfied,white
943,2023-02-11,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,neutral,white
944,2022-05-23,6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,neutral,white
945,2024-03-29,5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4,slightly dissatisfied,white
946,2022-06-14,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,slightly dissatisfied,white
947,2022-08-25,12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,neutral,red
948,2024-03-30,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,neutral,white
949,2024-07-07,7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,neutral,red
950,2023-11-24,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,neutral,white
951,2023-09-07,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,slightly dissatisfied,white
952,2024-07-03,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,slightly dissatisfied,red
953,2024-10-08,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,slightly dissatisfied,white
954,2022-05-14,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,neutral,red
955,2024-04-10,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,slightly dissatisfied,white
956,2022-07-04,5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,neutral,white
957,2024-04-06,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,slightly dissatisfied,white
958,2023-10-17,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,slightly dissatisfied,white
959,2022-04-01,8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,slightly dissatisfied,red
960,2024-09-05,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,neutral,white
961,2023-06-14,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,slightly satisfied,white
962,2022-12-11,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,neutral,white
963,2024-06-17,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,moderately dissatisfied,white
964,2022-02-12,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,slightly dissatisfied,white
965,2023-02-04,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,slightly dissatisfied,white
966,2022-08-31,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,slightly dissatisfied,white
967,2022-10-06,6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,slightly dissatisfied,white
968,2024-11-19,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,neutral,white
969,2022-08-25,11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,slightly dissatisfied,red
970,2023-07-25,11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,slightly dissatisfied,red
971,2022-04-01,9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,neutral,red
972,2022-07-15,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,slightly satisfied,white
973,2024-04-19,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,neutral,white
974,2024-04-14,11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,slightly dissatisfied,red
975,2024-05-10,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,slightly dissatisfied,white
976,2023-12-06,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,neutral,white
977,2024-05-16,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,neutral,white
978,2022-12-16,6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,slightly dissatisfied,red
979,2024-11-07,10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,neutral,red
980,2023-05-01,7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,neutral,red
981,2022-02-20,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,neutral,white
982,2023-12-09,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,moderately dissatisfied,white
983,2023-06-01,7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,slightly satisfied,white
984,2022-01-12,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,slightly dissatisfied,white
985,2022-08-09,6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,slightly dissatisfied,white
986,2023-08-24,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,neutral,white
987,2023-11-09,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,neutral,white
988,2024-12-07,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,neutral,red
989,2024-05-01,6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,slightly dissatisfied,white
990,2024-01-19,7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,neutral,red
991,2023-06-30,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,slightly satisfied,white
992,2023-03-29,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,neutral,white
993,2022-05-18,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,slightly satisfied,white
994,2024-03-17,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,slightly dissatisfied,white
995,2022-02-22,7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,neutral,white
996,2023-08-25,6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,neutral,white
997,2023-05-13,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,neutral,red
998,2023-04-10,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,slightly satisfied,white
999,2022-08-04,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,slightly dissatisfied,white
1000,2023-01-06,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,slightly satisfied,white
1001,2024-03-14,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,slightly satisfied,white
1002,2024-12-07,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,slightly dissatisfied,red
1003,2022-12-14,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,slightly dissatisfied,red
1004,2022-02-22,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,slightly dissatisfied,white
1005,2022-04-21,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,slightly dissatisfied,white
1006,2022-04-16,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,neutral,white
1007,2022-01-18,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,slightly dissatisfied,white
1008,2024-08-12,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,slightly satisfied,white
1009,2024-02-20,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,neutral,white
1010,2022-04-05,6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,neutral,white
1011,2023-05-29,6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,slightly satisfied,white
1012,2022-06-02,7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,slightly dissatisfied,white
1013,2022-08-03,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,slightly dissatisfied,red
1014,2023-05-11,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,neutral,red
1015,2022-06-27,5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,slightly dissatisfied,white
1016,2022-02-28,9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,slightly dissatisfied,red
1017,2023-09-18,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,slightly dissatisfied,white
1018,2022-08-11,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,moderately satisfied,red
1019,2022-10-14,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,moderately satisfied,white
1020,2024-08-21,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,neutral,white
1021,2024-09-30,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,slightly dissatisfied,red
1022,2023-11-30,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,slightly dissatisfied,red
1023,2023-04-18,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,neutral,white
1024,2023-03-13,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,slightly satisfied,white
1025,2023-03-11,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,neutral,white
1026,2024-08-12,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,slightly dissatisfied,white
1027,2024-06-14,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,neutral,white
1028,2024-09-13,11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,neutral,red
1029,2022-06-12,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,moderately satisfied,white
1030,2022-08-01,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,neutral,white
1031,2022-07-30,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,neutral,red
1032,2022-09-20,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,neutral,red
1033,2022-05-23,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,slightly satisfied,white
1034,2023-01-23,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,slightly satisfied,red
1035,2022-04-03,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,slightly satisfied,white
1036,2023-02-21,6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,slightly dissatisfied,white
1037,2022-08-24,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,neutral,white
1038,2024-11-01,10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,slightly dissatisfied,red
1039,2023-12-26,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,neutral,white
1040,2022-08-02,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,slightly satisfied,white
1041,2024-06-08,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,slightly satisfied,white
1042,2023-08-03,6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,slightly dissatisfied,white
1043,2023-12-11,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,slightly dissatisfied,white
1044,2022-09-03,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,neutral,white
1045,2024-05-20,9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,neutral,red
1046,2024-02-08,7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,slightly satisfied,white
1047,2024-08-20,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,neutral,white
1048,2023-05-09,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,moderately satisfied,white
1049,2024-07-31,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,slightly dissatisfied,white
1050,2023-08-07,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,slightly satisfied,white
1051,2024-08-21,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,neutral,white
1052,2023-08-02,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,neutral,white
1053,2023-05-27,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,neutral,white
1054,2023-11-05,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,neutral,white
1055,2022-12-07,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,neutral,white
1056,2022-11-23,9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,slightly dissatisfied,red
1057,2022-02-27,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,neutral,white
1058,2024-11-08,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,moderately dissatisfied,red
1059,2022-09-07,10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,neutral,red
1060,2024-11-29,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,slightly dissatisfied,white
1061,2023-05-23,6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,neutral,white
1062,2022-11-25,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,slightly dissatisfied,red
1063,2022-02-20,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,slightly dissatisfied,white
1064,2024-07-29,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,slightly dissatisfied,red
1065,2022-05-24,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,neutral,white
1066,2022-12-29,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,neutral,red
1067,2023-05-05,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,slightly satisfied,white
1068,2024-11-25,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,slightly satisfied,red
1069,2024-10-01,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,slightly dissatisfied,white
1070,2022-02-22,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,neutral,red
1071,2023-03-17,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,slightly dissatisfied,red
1072,2022-01-23,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,slightly dissatisfied,white
1073,2023-07-02,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,slightly satisfied,white
1074,2024-09-24,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,slightly satisfied,white
1075,2022-01-15,7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,neutral,white
1076,2024-08-29,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,slightly dissatisfied,white
1077,2022-09-23,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,neutral,red
1078,2022-06-27,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,slightly dissatisfied,white
1079,2023-07-06,6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,neutral,white
1080,2022-07-22,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,slightly dissatisfied,white
1081,2022-01-10,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,slightly satisfied,white
1082,2023-01-11,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,slightly satisfied,white
1083,2022-07-24,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,slightly dissatisfied,white
1084,2024-06-12,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,neutral,red
1085,2022-06-06,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,slightly satisfied,white
1086,2023-09-04,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,neutral,white
1087,2024-04-10,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,slightly dissatisfied,white
1088,2024-07-31,7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,slightly satisfied,white
1089,2024-07-25,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,slightly satisfied,white
1090,2024-05-15,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,slightly dissatisfied,white
1091,2023-03-14,6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,moderately dissatisfied,white
1092,2022-05-09,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,moderately satisfied,white
1093,2022-02-07,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,neutral,white
1094,2022-07-21,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,slightly dissatisfied,white
1095,2024-08-14,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,slightly satisfied,white
1096,2024-01-18,5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12,neutral,white
1097,2024-03-11,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,neutral,white
1098,2024-04-22,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,neutral,white
1099,2024-04-19,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,neutral,white
1100,2024-10-19,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,slightly satisfied,white
1101,2024-06-15,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,slightly satisfied,white
1102,2024-11-11,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,slightly dissatisfied,white
1103,2024-09-28,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,moderately satisfied,white
1104,2024-02-01,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,slightly satisfied,white
1105,2024-05-29,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,neutral,red
1106,2024-07-28,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,slightly dissatisfied,red
1107,2022-05-13,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,slightly satisfied,white
1108,2023-09-15,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,neutral,white
1109,2024-07-28,6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,slightly dissatisfied,red
1110,2024-08-25,8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,slightly dissatisfied,white
1111,2023-12-15,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,slightly dissatisfied,white
